Job Title,Company,Location,Experience Required,Job URL,Posted Date,Source,Description,Priority Score,Days Since Posted,Freshness,Salary,Deadline,Days Until Deadline,Skills Match %,Ready to Apply,Applied,Applied Date,Application Method,Application Error,Status,Notes
"AI/ML Engineering Manager, Payment Intelligence",Stripe,,,https://stripe.com/jobs/listing/ai-ml-engineering-manager-payment-intelligence/7286376,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal/7543559,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal Developer Productivity",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-developer-productivity/7550154,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal OS Platform",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-os-platform/7557403,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Billing/Tax",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-billing-tax/7217048,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Tech, Canada",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-tech-canada/6567253,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Technology",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-technology/6042172,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Technology",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-technology/6623777,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Technology",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-technology/7182617,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Data",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-data/6865161,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Developer Experience & Product Platform",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-developer-experience-product-platform/7292520,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Forward Deployed Engineering",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-forward-deployed-engineering/7249744,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Payments and Risk",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-payments-and-risk/7232592,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
iOS Engineer III - Design System,Expedia,,,https://careers.expediagroup.com/job/ios-engineer-iii-design-system/chicago-il/R-99287/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Software Development Engineer, Advertising Technology",Expedia,,,https://careers.expediagroup.com/job/senior-software-development-engineer-advertising-technology/chicago-il/R-101285/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Android Engineer II - Inspire & Plan,Expedia,,,https://careers.expediagroup.com/job/android-engineer-ii-inspire-amp-plan/chicago-il/R-102531/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
iOS Engineer II - Package Shopping,Expedia,,,https://careers.expediagroup.com/job/ios-engineer-ii-package-shopping/chicago-il/R-102527/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
iOS Engineer III - Package Shopping,Expedia,,,https://careers.expediagroup.com/job/ios-engineer-iii-package-shopping/chicago-il/R-102528/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Android Engineer III,Expedia,,,https://careers.expediagroup.com/job/android-engineer-iii/chicago-il/R-101649/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
iOS Engineer III,Expedia,,,https://careers.expediagroup.com/job/ios-engineer-iii/chicago-il/R-101648/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Software Development Engineer II,Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-ii/chicago-il/R-101677/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Software Development Engineer II,Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-ii/springfield-mo/R-102934/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur(-euse) principal d’application mobile − Android / Senior Mobile Developer – Android,Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-euse-principal-d-application-mobile-android-senior-mobile-developer-android/montreal-quebec/R-103195/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Android Engineer, Design System",Expedia,,,https://careers.expediagroup.com/job/senior-android-engineer-design-system/chicago-il/R-99604-1/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Android Engineer, Design System",Expedia,,,https://careers.expediagroup.com/job/senior-android-engineer-design-system/austin-tx/R-99604/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer III, Design System",Expedia,,,https://careers.expediagroup.com/job/android-engineer-iii-design-system/chicago-il/R-99606-1/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer III, Design System",Expedia,,,https://careers.expediagroup.com/job/android-engineer-iii-design-system/austin-tx/R-99606/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior iOS Engineer, Design System",Expedia,,,https://careers.expediagroup.com/job/senior-ios-engineer-design-system/austin-tx/R-99605/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"(Contract) Senior Data Scientist, Platform Inference – MarTech DS Measurement",Airbnb,,,https://careers.airbnb.com/positions/7732569/,,Airbnb,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Financial Analyst - Multiple RolesRemote - Americas,Shopify,Remote - Americas,,https://www.shopify.com/careers/senior-financial-analyst-multiple-roles_40ef1cb0-5c56-4963-84fe-946708e5d74a,,Shopify,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Data Scientist Subscriptions,Spotify,Remote,,https://remoteOK.com/remote-jobs/remote-data-scientist-subscriptions-spotify-1130824,,RemoteOK,"The Subscriptions Mission drives the growth and evolution of the Spotify business, ensuring we deliver compelling value to hundreds of millions of subscribers worldwide. We are focused on building the right set of offerings, plans, and value propositions that attract new subscribers and deepen engagement with existing ones. You'll join the Portfolio Data Science team, part of Subscriptions Product Insights. The Portfolio Focus Area is responsible for evolving and adapting Spotify's existing subs...",25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Software Engineer Reliability,OpenAI,Remote,,https://remoteOK.com/remote-jobs/remote-software-engineer-reliability-openai-1130817,,RemoteOK,"<p style=""min-height:1.5em"">Join the engineering teams that bring OpenAIâs ideas safely to the world!!</p><p style=""min-height:1.5em"">The Applied Engineering team works across research, engineering, product, and design to bring OpenAIâs technology to consumers and businesses. We seek to learn from deployment and distribute the benefits of AI, while ensuring that this powerful tool is used responsibly and safely. Safety is more important to us than unfettered growth.</p><p style=""min-height:1...",25,None,Unknown,,,,2.4,Yes,No,,,,Not Applied,
