Job Title,Company,Location,Experience Required,Job URL,Posted Date,Source,Description,Priority Score,Days Since Posted,Freshness,Salary,Deadline,Days Until Deadline,Skills Match %,Ready to Apply,Applied,Applied Date,Application Method,Application Error,Status,Notes
"AI/ML Engineering Manager, Payment Intelligence",Stripe,,,https://stripe.com/jobs/listing/ai-ml-engineering-manager-payment-intelligence/7286376,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal/7543559,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal Developer Productivity",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-developer-productivity/7550154,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal OS Platform",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-os-platform/7557403,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Tech, Canada",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-tech-canada/6567253,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Technology",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-technology/6042172,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Data",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-data/6865161,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Developer Experience & Product Platform",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-developer-experience-product-platform/7292520,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Forward Deployed Engineering",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-forward-deployed-engineering/7249744,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Payments and Risk",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-payments-and-risk/7232592,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Privy",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-privy/7235875,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer/API, Payments and Risk",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-api-payments-and-risk/4921361,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Manager, Software Engineering - Commerce Data",Expedia,,,https://careers.expediagroup.com/job/senior-manager-software-engineering-commerce-data/chicago-il/R-103460/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Software Development Engineer III, Advertising Technology",Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii-advertising-technology/seattle-wa/R-104546-1/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Software Development Engineer III, Advertising Technology",Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii-advertising-technology/chicago-il/R-104546/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Software Development Engineer, Advertising Technology",Expedia,,,https://careers.expediagroup.com/job/senior-software-development-engineer-advertising-technology/chicago-il/R-100032/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Software Development Engineer III - Back End, GenAI Platform",Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii-back-end-genai-platform/chicago-il/R-104201/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Software Development Engineer - GenAI Platform,Expedia,,,https://careers.expediagroup.com/job/senior-software-development-engineer-genai-platform/chicago-il/R-104200/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Software Development Engineer, Advertising Technology",Expedia,,,https://careers.expediagroup.com/job/senior-software-development-engineer-advertising-technology/chicago-il/R-101285/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Android Engineer III,Expedia,,,https://careers.expediagroup.com/job/android-engineer-iii/chicago-il/R-101649/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Software Development Engineer II,Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-ii/springfield-mo/R-102934/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur(-euse) principal d’application mobile − Android / Senior Mobile Developer – Android,Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-euse-principal-d-application-mobile-android-senior-mobile-developer-android/montreal-quebec/R-103195/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Software Development Engineer III,Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii/austin-tx/R-99653/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Android Engineer - Vrbo Mobile,Expedia,,,https://careers.expediagroup.com/job/senior-android-engineer-vrbo-mobile/austin-tx/R-98705/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"(Contract) Senior Data Scientist, Platform Inference – MarTech DS Measurement",Airbnb,,,https://careers.airbnb.com/positions/7732569/,,Airbnb,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Software Engineer, Quality Platform",Airbnb,,,https://careers.airbnb.com/positions/7744247/,,Airbnb,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Financial Analyst - Multiple RolesRemote - Americas,Shopify,Remote - Americas,,https://www.shopify.com/careers/senior-financial-analyst-multiple-roles_40ef1cb0-5c56-4963-84fe-946708e5d74a,,Shopify,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Data Scientist Claim Experience Analytics,Extend,Remote,,https://remoteOK.com/remote-jobs/remote-data-scientist-claim-experience-analytics-extend-1130934,,RemoteOK,"<div><p><strong>About Extend:</strong></p>
<div>
<div>Extend is revolutionizing the post-purchase experience for retailers and their customers by providing merchants with AI-driven solutions that enhance customer satisfaction and drive revenue growth. Our comprehensive platform offers automated customer service handling, seamless returns/exchange management, end-to-end automated fulfillment, and product protection and shipping protection alongside Extend's best-in-class fraud detection. By integ...",25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Staff Software Engineer Platform,SmithRx,Remote,,https://remoteOK.com/remote-jobs/remote-staff-software-engineer-platform-smithrx-1130915,,RemoteOK,"<p><strong>Who We Are:</strong></p>
<p>SmithRx is a rapidly growing, venture-backed Health-Tech company.&nbsp; Our mission is to disrupt the expensive and inefficient Pharmacy Benefit Management (PBM) sector by building a next-generation drug acquisition platform driven by cutting edge technology, innovative cost saving tools, and best-in-class customer service.&nbsp; With hundreds of thousands of members onboarded since 2016, SmithRx has a solution that is resonating with clients all across the...",25,None,Unknown,,,,1.2,Yes,No,,,,Not Applied,
Senior Staff Data Engineer,SmithRx,Remote,,https://remoteOK.com/remote-jobs/remote-senior-staff-data-engineer-smithrx-1130914,,RemoteOK,"<p><strong>Who We Are:</strong></p>
<p>SmithRx is a rapidly growing, venture-backed Health-Tech company.&nbsp; Our mission is to disrupt the expensive and inefficient Pharmacy Benefit Management (PBM) sector by building a next-generation drug acquisition platform driven by cutting edge technology, innovative cost saving tools, and best-in-class customer service.&nbsp; With hundreds of thousands of members onboarded since 2016, SmithRx has a solution that is resonating with clients all across the...",25,None,Unknown,,,,1.2,Yes,No,,,,Not Applied,
